timestamp,service,metric,value,unit
2026-05-07T01:00:00,queue,p95_latency,178.2,ms
2026-05-07T01:00:00,queue,connections,45.8,count
2026-05-07T01:00:00,queue,query_p95,12.5,ms
2026-05-07T01:00:00,cache,requests_per_min,1339.7,count
2026-05-07T01:00:00,cache,error_rate,0.8,percent
2026-05-07T01:00:00,cache,p95_latency,182.2,ms
2026-05-07T01:00:00,cache,connections,52.7,count
2026-05-07T01:00:00,cache,query_p95,14.2,ms
2026-05-07T02:00:00,api-gateway,requests_per_min,1422.1,count
2026-05-07T02:00:00,api-gateway,error_rate,0.9,percent
2026-05-07T02:00:00,api-gateway,p95_latency,181.4,ms
2026-05-07T02:00:00,api-gateway,connections,58.7,count
2026-05-07T02:00:00,api-gateway,query_p95,15.9,ms
2026-05-07T02:00:00,db-primary,requests_per_min,1565.5,count
2026-05-07T02:00:00,db-primary,error_rate,0.9,percent
2026-05-07T02:00:00,db-primary,p95_latency,218.3,ms
2026-05-07T02:00:00,db-primary,connections,43.3,count
2026-05-07T02:00:00,db-primary,query_p95,14.3,ms
2026-05-07T02:00:00,auth,requests_per_min,1793.7,count
2026-05-07T02:00:00,auth,error_rate,1.1,percent
2026-05-07T02:00:00,auth,p95_latency,204.6,ms
2026-05-07T02:00:00,auth,connections,53.7,count
2026-05-07T02:00:00,auth,query_p95,17.1,ms
2026-05-07T02:00:00,queue,requests_per_min,1665.6,count
2026-05-07T02:00:00,queue,error_rate,0.9,percent
2026-05-07T02:00:00,queue,p95_latency,162.6,ms
2026-05-07T02:00:00,queue,connections,46.3,count
2026-05-07T02:00:00,queue,query_p95,13.6,ms
2026-05-07T02:00:00,cache,requests_per_min,1326.6,count
2026-05-07T02:00:00,cache,error_rate,1.2,percent
2026-05-07T02:00:00,cache,p95_latency,230.1,ms
2026-05-07T02:00:00,cache,connections,46.3,count
2026-05-07T02:00:00,cache,query_p95,15.9,ms
2026-05-07T03:00:00,api-gateway,requests_per_min,1437.4,count
2026-05-07T03:00:00,api-gateway,error_rate,1.2,percent
2026-05-07T03:00:00,api-gateway,p95_latency,196.7,ms
2026-05-07T03:00:00,api-gateway,connections,45.3,count
2026-05-07T03:00:00,api-gateway,query_p95,13.5,ms
2026-05-07T03:00:00,db-primary,requests_per_min,1536.8,count
2026-05-07T03:00:00,db-primary,error_rate,0.9,percent
2026-05-07T03:00:00,db-primary,p95_latency,206.8,ms
2026-05-07T03:00:00,db-primary,connections,58.0,count
2026-05-07T03:00:00,db-primary,query_p95,14.4,ms
2026-05-07T03:00:00,auth,requests_per_min,1331.6,count
2026-05-07T03:00:00,auth,error_rate,1.2,percent
2026-05-07T03:00:00,auth,p95_latency,200.8,ms
2026-05-07T03:00:00,auth,connections,41.8,count
2026-05-07T03:00:00,auth,query_p95,12.3,ms
2026-05-07T03:00:00,queue,requests_per_min,1265.8,count
2026-05-07T03:00:00,queue,error_rate,1.1,percent
2026-05-07T03:00:00,queue,p95_latency,223.4,ms
2026-05-07T03:00:00,queue,connections,48.4,count
2026-05-07T03:00:00,queue,query_p95,12.4,ms
2026-05-07T03:00:00,cache,requests_per_min,1429.0,count
2026-05-07T03:00:00,cache,error_rate,1.2,percent
2026-05-07T03:00:00,cache,p95_latency,202.3,ms
2026-05-07T03:00:00,cache,connections,59.4,count
2026-05-07T03:00:00,cache,query_p95,17.2,ms
2026-05-07T04:00:00,api-gateway,requests_per_min,1206.9,count
2026-05-07T04:00:00,api-gateway,error_rate,1.1,percent
2026-05-07T04:00:00,api-gateway,p95_latency,214.5,ms
2026-05-07T04:00:00,api-gateway,connections,50.7,count
2026-05-07T04:00:00,api-gateway,query_p95,13.6,ms
2026-05-07T04:00:00,db-primary,requests_per_min,1584.6,count
2026-05-07T04:00:00,db-primary,error_rate,0.8,percent
2026-05-07T04:00:00,db-primary,p95_latency,194.8,ms
2026-05-07T04:00:00,db-primary,connections,49.1,count
2026-05-07T04:00:00,db-primary,query_p95,17.7,ms
2026-05-07T04:00:00,auth,requests_per_min,1725.5,count
2026-05-07T04:00:00,auth,error_rate,0.9,percent
2026-05-07T04:00:00,auth,p95_latency,200.0,ms
2026-05-07T04:00:00,auth,connections,43.6,count
2026-05-07T04:00:00,auth,query_p95,17.5,ms
2026-05-07T04:00:00,queue,requests_per_min,1722.3,count
2026-05-07T04:00:00,queue,error_rate,0.9,percent
2026-05-07T04:00:00,queue,p95_latency,211.1,ms
2026-05-07T04:00:00,queue,connections,52.2,count
2026-05-07T04:00:00,queue,query_p95,12.9,ms
2026-05-07T04:00:00,cache,requests_per_min,1657.5,count
2026-05-07T04:00:00,cache,error_rate,1.0,percent
2026-05-07T04:00:00,cache,p95_latency,222.3,ms
2026-05-07T04:00:00,cache,connections,50.6,count
2026-05-07T04:00:00,cache,query_p95,12.0,ms
2026-05-07T05:00:00,api-gateway,requests_per_min,1394.5,count
2026-05-07T05:00:00,api-gateway,error_rate,0.8,percent
2026-05-07T05:00:00,api-gateway,p95_latency,234.3,ms
2026-05-07T05:00:00,api-gateway,connections,57.6,count
2026-05-07T05:00:00,api-gateway,query_p95,17.0,ms
2026-05-07T05:00:00,db-primary,requests_per_min,1384.5,count
2026-05-07T05:00:00,db-primary,error_rate,0.8,percent
2026-05-07T05:00:00,db-primary,p95_latency,230.2,ms
2026-05-07T05:00:00,db-primary,connections,58.9,count
2026-05-07T05:00:00,db-primary,query_p95,12.5,ms
2026-05-07T05:00:00,auth,requests_per_min,1491.6,count
2026-05-07T05:00:00,auth,error_rate,0.8,percent
2026-05-07T05:00:00,auth,p95_latency,220.8,ms
2026-05-07T05:00:00,auth,connections,55.3,count
2026-05-07T05:00:00,auth,query_p95,12.8,ms
2026-05-07T05:00:00,queue,requests_per_min,1485.2,count
2026-05-07T05:00:00,queue,error_rate,1.0,percent
2026-05-07T05:00:00,queue,p95_latency,181.2,ms
2026-05-07T05:00:00,queue,connections,57.4,count
2026-05-07T05:00:00,queue,query_p95,14.5,ms
2026-05-07T05:00:00,cache,requests_per_min,1327.1,count
2026-05-07T05:00:00,cache,error_rate,1.0,percent
2026-05-07T05:00:00,cache,p95_latency,218.4,ms
2026-05-07T05:00:00,cache,connections,44.0,count
2026-05-07T05:00:00,cache,query_p95,13.9,ms
2026-05-07T06:00:00,api-gateway,requests_per_min,1797.1,count
2026-05-07T06:00:00,api-gateway,error_rate,1.1,percent
2026-05-07T06:00:00,api-gateway,p95_latency,195.0,ms
2026-05-07T06:00:00,api-gateway,connections,50.4,count
2026-05-07T06:00:00,api-gateway,query_p95,12.7,ms
2026-05-07T06:00:00,db-primary,requests_per_min,1334.8,count
2026-05-07T06:00:00,db-primary,error_rate,0.9,percent
2026-05-07T06:00:00,db-primary,p95_latency,207.1,ms
2026-05-07T06:00:00,db-primary,connections,44.6,count
2026-05-07T06:00:00,db-primary,query_p95,13.3,ms
2026-05-07T06:00:00,auth,requests_per_min,1242.6,count
2026-05-07T06:00:00,auth,error_rate,1.1,percent
2026-05-07T06:00:00,auth,p95_latency,178.3,ms
2026-05-07T06:00:00,auth,connections,58.1,count
2026-05-07T06:00:00,auth,query_p95,17.2,ms
2026-05-07T06:00:00,queue,requests_per_min,1242.5,count
2026-05-07T06:00:00,queue,error_rate,0.9,percent
2026-05-07T06:00:00,queue,p95_latency,213.5,ms
2026-05-07T06:00:00,queue,connections,44.3,count
2026-05-07T06:00:00,queue,query_p95,12.8,ms
2026-05-07T06:00:00,cache,requests_per_min,1761.3,count
2026-05-07T06:00:00,cache,error_rate,1.0,percent
2026-05-07T06:00:00,cache,p95_latency,197.8,ms
2026-05-07T06:00:00,cache,connections,55.7,count
2026-05-07T06:00:00,cache,query_p95,16.8,ms
2026-05-07T07:00:00,api-gateway,requests_per_min,1314.2,count
2026-05-07T07:00:00,api-gateway,error_rate,0.8,percent
2026-05-07T07:00:00,api-gateway,p95_latency,194.5,ms
2026-05-07T07:00:00,api-gateway,connections,48.5,count
2026-05-07T07:00:00,api-gateway,query_p95,14.8,ms
2026-05-07T07:00:00,db-primary,requests_per_min,1637.4,count
2026-05-07T07:00:00,db-primary,error_rate,1.1,percent
2026-05-07T07:00:00,db-primary,p95_latency,238.7,ms
2026-05-07T07:00:00,db-primary,connections,42.0,count
2026-05-07T07:00:00,db-primary,query_p95,14.4,ms
2026-05-07T07:00:00,auth,requests_per_min,1403.6,count
2026-05-07T07:00:00,auth,error_rate,1.1,percent
2026-05-07T07:00:00,auth,p95_latency,179.9,ms
2026-05-07T07:00:00,auth,connections,43.8,count
2026-05-07T07:00:00,auth,query_p95,14.7,ms
2026-05-07T07:00:00,queue,requests_per_min,1453.1,count
2026-05-07T07:00:00,queue,error_rate,0.9,percent
2026-05-07T07:00:00,queue,p95_latency,180.0,ms
2026-05-07T07:00:00,queue,connections,58.5,count
2026-05-07T07:00:00,queue,query_p95,14.7,ms
2026-05-07T07:00:00,cache,requests_per_min,1716.8,count
2026-05-07T07:00:00,cache,error_rate,1.0,percent
2026-05-07T07:00:00,cache,p95_latency,164.0,ms
2026-05-07T07:00:00,cache,connections,60.0,count
2026-05-07T07:00:00,cache,query_p95,17.0,ms
2026-05-07T08:00:00,api-gateway,requests_per_min,1781.4,count
2026-05-07T08:00:00,api-gateway,error_rate,1.2,percent
2026-05-07T08:00:00,api-gateway,p95_latency,227.9,ms
2026-05-07T08:00:00,api-gateway,connections,43.3,count
2026-05-07T08:00:00,api-gateway,query_p95,14.9,ms
2026-05-07T08:00:00,db-primary,requests_per_min,1328.2,count
2026-05-07T08:00:00,db-primary,error_rate,1.0,percent
2026-05-07T08:00:00,db-primary,p95_latency,164.7,ms
2026-05-07T08:00:00,db-primary,connections,47.6,count
2026-05-07T08:00:00,db-primary,query_p95,17.9,ms
2026-05-07T08:00:00,auth,requests_per_min,1359.1,count
2026-05-07T08:00:00,auth,error_rate,1.1,percent
2026-05-07T08:00:00,auth,p95_latency,196.4,ms
2026-05-07T08:00:00,auth,connections,48.5,count
2026-05-07T08:00:00,auth,query_p95,17.7,ms
2026-05-07T08:00:00,queue,requests_per_min,1797.3,count
2026-05-07T08:00:00,queue,error_rate,1.0,percent
2026-05-07T08:00:00,queue,p95_latency,217.5,ms
2026-05-07T08:00:00,queue,connections,43.1,count
2026-05-07T08:00:00,queue,query_p95,13.8,ms
2026-05-07T08:00:00,cache,requests_per_min,1781.2,count
2026-05-07T08:00:00,cache,error_rate,1.0,percent
2026-05-07T08:00:00,cache,p95_latency,203.4,ms
2026-05-07T08:00:00,cache,connections,55.0,count
2026-05-07T08:00:00,cache,query_p95,12.3,ms
2026-05-07T09:00:00,api-gateway,requests_per_min,1550.5,count
2026-05-07T09:00:00,api-gateway,error_rate,1.0,percent
2026-05-07T09:00:00,api-gateway,p95_latency,228.2,ms
2026-05-07T09:00:00,api-gateway,connections,43.1,count
2026-05-07T09:00:00,api-gateway,query_p95,17.8,ms
2026-05-07T09:00:00,db-primary,requests_per_min,1248.1,count
2026-05-07T09:00:00,db-primary,error_rate,0.9,percent
2026-05-07T09:00:00,db-primary,p95_latency,207.6,ms
2026-05-07T09:00:00,db-primary,connections,53.5,count
2026-05-07T09:00:00,db-primary,query_p95,13.4,ms
2026-05-07T09:00:00,auth,requests_per_min,1271.9,count
2026-05-07T09:00:00,auth,error_rate,1.2,percent
2026-05-07T09:00:00,auth,p95_latency,179.7,ms
2026-05-07T09:00:00,auth,connections,51.9,count
2026-05-07T09:00:00,auth,query_p95,15.7,ms
2026-05-07T09:00:00,queue,requests_per_min,1451.5,count
2026-05-07T09:00:00,queue,error_rate,1.0,percent
2026-05-07T09:00:00,queue,p95_latency,201.8,ms
2026-05-07T09:00:00,queue,connections,58.7,count
2026-05-07T09:00:00,queue,query_p95,13.2,ms
2026-05-07T09:00:00,cache,requests_per_min,1629.7,count
2026-05-07T09:00:00,cache,error_rate,0.9,percent
2026-05-07T09:00:00,cache,p95_latency,191.7,ms
2026-05-07T09:00:00,cache,connections,53.4,count
2026-05-07T09:00:00,cache,query_p95,13.8,ms
2026-05-07T10:00:00,api-gateway,requests_per_min,1389.7,count
2026-05-07T10:00:00,api-gateway,error_rate,1.1,percent
2026-05-07T10:00:00,api-gateway,p95_latency,165.8,ms
2026-05-07T10:00:00,api-gateway,connections,49.2,count
2026-05-07T10:00:00,api-gateway,query_p95,18.0,ms
2026-05-07T10:00:00,db-primary,requests_per_min,1797.7,count
2026-05-07T10:00:00,db-primary,error_rate,0.8,percent
2026-05-07T10:00:00,db-primary,p95_latency,177.1,ms
2026-05-07T10:00:00,db-primary,connections,45.3,count
2026-05-07T10:00:00,db-primary,query_p95,17.6,ms
2026-05-07T10:00:00,auth,requests_per_min,1728.5,count
2026-05-07T10:00:00,auth,error_rate,1.2,percent
2026-05-07T10:00:00,auth,p95_latency,189.6,ms
2026-05-07T10:00:00,auth,connections,43.2,count
2026-05-07T10:00:00,auth,query_p95,17.0,ms
2026-05-07T10:00:00,queue,requests_per_min,1622.1,count
2026-05-07T10:00:00,queue,error_rate,1.0,percent
2026-05-07T10:00:00,queue,p95_latency,239.0,ms
2026-05-07T10:00:00,queue,connections,53.1,count
2026-05-07T10:00:00,queue,query_p95,12.0,ms
2026-05-07T10:00:00,cache,requests_per_min,1690.3,count
2026-05-07T10:00:00,cache,error_rate,0.9,percent
2026-05-07T10:00:00,cache,p95_latency,213.1,ms
2026-05-07T10:00:00,cache,connections,58.8,count
2026-05-07T10:00:00,cache,query_p95,12.8,ms
2026-05-07T11:00:00,api-gateway,requests_per_min,1269.3,count
2026-05-07T11:00:00,api-gateway,error_rate,0.8,percent
2026-05-07T11:00:00,api-gateway,p95_latency,204.3,ms
2026-05-07T11:00:00,api-gateway,connections,45.4,count
2026-05-07T11:00:00,api-gateway,query_p95,15.6,ms
2026-05-07T11:00:00,db-primary,requests_per_min,1630.6,count
2026-05-07T11:00:00,db-primary,error_rate,0.9,percent
2026-05-07T11:00:00,db-primary,p95_latency,210.7,ms
2026-05-07T11:00:00,db-primary,connections,45.3,count
2026-05-07T11:00:00,db-primary,query_p95,14.9,ms
2026-05-07T11:00:00,auth,requests_per_min,1743.2,count
2026-05-07T11:00:00,auth,error_rate,1.1,percent
2026-05-07T11:00:00,auth,p95_latency,167.4,ms
2026-05-07T11:00:00,auth,connections,48.5,count
2026-05-07T11:00:00,auth,query_p95,13.7,ms
2026-05-07T11:00:00,queue,requests_per_min,1202.1,count
2026-05-07T11:00:00,queue,error_rate,1.1,percent
2026-05-07T11:00:00,queue,p95_latency,211.0,ms
2026-05-07T11:00:00,queue,connections,45.2,count
2026-05-07T11:00:00,queue,query_p95,16.4,ms
2026-05-07T11:00:00,cache,requests_per_min,1531.0,count
2026-05-07T11:00:00,cache,error_rate,1.0,percent
2026-05-07T11:00:00,cache,p95_latency,160.8,ms
2026-05-07T11:00:00,cache,connections,41.5,count
2026-05-07T11:00:00,cache,query_p95,17.3,ms
2026-05-07T12:00:00,api-gateway,requests_per_min,1742.4,count
2026-05-07T12:00:00,api-gateway,error_rate,1.0,percent
2026-05-07T12:00:00,api-gateway,p95_latency,226.8,ms
2026-05-07T12:00:00,api-gateway,connections,51.7,count
2026-05-07T12:00:00,api-gateway,query_p95,12.9,ms
2026-05-07T12:00:00,db-primary,requests_per_min,1276.5,count
2026-05-07T12:00:00,db-primary,error_rate,0.9,percent
2026-05-07T12:00:00,db-primary,p95_latency,231.9,ms
2026-05-07T12:00:00,db-primary,connections,55.9,count
2026-05-07T12:00:00,db-primary,query_p95,17.2,ms
2026-05-07T12:00:00,auth,requests_per_min,1739.4,count
2026-05-07T12:00:00,auth,error_rate,0.9,percent
2026-05-07T12:00:00,auth,p95_latency,180.0,ms
2026-05-07T12:00:00,auth,connections,42.1,count
2026-05-07T12:00:00,auth,query_p95,16.7,ms
2026-05-07T12:00:00,queue,requests_per_min,1730.5,count
2026-05-07T12:00:00,queue,error_rate,1.0,percent
2026-05-07T12:00:00,queue,p95_latency,209.7,ms
2026-05-07T12:00:00,queue,connections,43.1,count
2026-05-07T12:00:00,queue,query_p95,17.6,ms
2026-05-07T12:00:00,cache,requests_per_min,1718.8,count
2026-05-07T12:00:00,cache,error_rate,1.2,percent
2026-05-07T12:00:00,cache,p95_latency,224.9,ms
2026-05-07T12:00:00,cache,connections,57.6,count
2026-05-07T12:00:00,cache,query_p95,12.1,ms
2026-05-07T13:00:00,api-gateway,requests_per_min,1641.9,count
2026-05-07T13:00:00,api-gateway,error_rate,0.9,percent
2026-05-07T13:00:00,api-gateway,p95_latency,234.5,ms
2026-05-07T13:00:00,api-gateway,connections,56.0,count
2026-05-07T13:00:00,api-gateway,query_p95,17.2,ms
2026-05-07T13:00:00,db-primary,requests_per_min,1686.4,count
2026-05-07T13:00:00,db-primary,error_rate,0.9,percent
2026-05-07T13:00:00,db-primary,p95_latency,223.0,ms
2026-05-07T13:00:00,db-primary,connections,42.2,count
2026-05-07T13:00:00,db-primary,query_p95,17.2,ms
2026-05-07T13:00:00,auth,requests_per_min,1715.2,count
2026-05-07T13:00:00,auth,error_rate,0.9,percent
2026-05-07T13:00:00,auth,p95_latency,225.3,ms
2026-05-07T13:00:00,auth,connections,49.2,count
2026-05-07T13:00:00,auth,query_p95,13.8,ms
2026-05-07T13:00:00,queue,requests_per_min,1677.2,count
2026-05-07T13:00:00,queue,error_rate,0.9,percent
2026-05-07T13:00:00,queue,p95_latency,161.9,ms
2026-05-07T13:00:00,queue,connections,43.9,count
2026-05-07T13:00:00,queue,query_p95,14.0,ms
2026-05-07T13:00:00,cache,requests_per_min,1718.6,count
2026-05-07T13:00:00,cache,error_rate,1.2,percent
2026-05-07T13:00:00,cache,p95_latency,182.3,ms
2026-05-07T13:00:00,cache,connections,52.8,count
2026-05-07T13:00:00,cache,query_p95,14.4,ms
2026-05-07T14:00:00,api-gateway,requests_per_min,5366.1,count
2026-05-07T14:00:00,api-gateway,error_rate,3.0,percent
2026-05-07T14:00:00,api-gateway,p95_latency,705.4,ms
2026-05-07T14:00:00,api-gateway,connections,126.9,count
2026-05-07T14:00:00,api-gateway,query_p95,53.5,ms
2026-05-07T14:00:00,db-primary,requests_per_min,3921.4,count
2026-05-07T14:00:00,db-primary,error_rate,3.6,percent
2026-05-07T14:00:00,db-primary,p95_latency,543.7,ms
2026-05-07T14:00:00,db-primary,connections,126.5,count
2026-05-07T14:00:00,db-primary,query_p95,43.8,ms
2026-05-07T14:00:00,auth,requests_per_min,4911.4,count
2026-05-07T14:00:00,auth,error_rate,2.8,percent
2026-05-07T14:00:00,auth,p95_latency,625.5,ms
2026-05-07T14:00:00,auth,connections,150.7,count
2026-05-07T14:00:00,auth,query_p95,42.9,ms
2026-05-07T14:00:00,queue,requests_per_min,4637.9,count
2026-05-07T14:00:00,queue,error_rate,2.7,percent
2026-05-07T14:00:00,queue,p95_latency,650.1,ms
2026-05-07T14:00:00,queue,connections,120.1,count
2026-05-07T14:00:00,queue,query_p95,52.7,ms
2026-05-07T14:00:00,cache,requests_per_min,4569.2,count
2026-05-07T14:00:00,cache,error_rate,3.3,percent
2026-05-07T14:00:00,cache,p95_latency,658.1,ms
2026-05-07T14:00:00,cache,connections,160.2,count
2026-05-07T14:00:00,cache,query_p95,42.6,ms
2026-05-07T15:00:00,api-gateway,requests_per_min,3726.0,count
2026-05-07T15:00:00,api-gateway,error_rate,3.2,percent
2026-05-07T15:00:00,api-gateway,p95_latency,559.2,ms
2026-05-07T15:00:00,api-gateway,connections,138.8,count
2026-05-07T15:00:00,api-gateway,query_p95,51.3,ms
2026-05-07T15:00:00,db-primary,requests_per_min,4895.6,count
2026-05-07T15:00:00,db-primary,error_rate,2.8,percent
2026-05-07T15:00:00,db-primary,p95_latency,554.2,ms
2026-05-07T15:00:00,db-primary,connections,144.5,count
2026-05-07T15:00:00,db-primary,query_p95,43.2,ms
2026-05-07T15:00:00,auth,requests_per_min,4132.2,count
2026-05-07T15:00:00,auth,error_rate,2.6,percent
2026-05-07T15:00:00,auth,p95_latency,580.9,ms
2026-05-07T15:00:00,auth,connections,176.4,count
2026-05-07T15:00:00,auth,query_p95,48.2,ms
2026-05-07T15:00:00,queue,requests_per_min,5225.0,count
2026-05-07T15:00:00,queue,error_rate,3.1,percent
2026-05-07T15:00:00,queue,p95_latency,552.2,ms
2026-05-07T15:00:00,queue,connections,152.9,count
2026-05-07T15:00:00,queue,query_p95,36.0,ms
2026-05-07T15:00:00,cache,requests_per_min,4116.4,count
2026-05-07T15:00:00,cache,error_rate,2.9,percent
2026-05-07T15:00:00,cache,p95_latency,619.2,ms
2026-05-07T15:00:00,cache,connections,159.3,count
2026-05-07T15:00:00,cache,query_p95,44.4,ms
2026-05-07T16:00:00,api-gateway,requests_per_min,4395.9,count
2026-05-07T16:00:00,api-gateway,error_rate,2.7,percent
2026-05-07T16:00:00,api-gateway,p95_latency,593.6,ms
2026-05-07T16:00:00,api-gateway,connections,174.1,count
2026-05-07T16:00:00,api-gateway,query_p95,50.3,ms
2026-05-07T16:00:00,db-primary,requests_per_min,3905.4,count
2026-05-07T16:00:00,db-primary,error_rate,2.5,percent
2026-05-07T16:00:00,db-primary,p95_latency,603.7,ms
2026-05-07T16:00:00,db-primary,connections,158.0,count
2026-05-07T16:00:00,db-primary,query_p95,42.0,ms
2026-05-07T16:00:00,auth,requests_per_min,5073.2,count
2026-05-07T16:00:00,auth,error_rate,3.3,percent
2026-05-07T16:00:00,auth,p95_latency,641.5,ms
2026-05-07T16:00:00,auth,connections,133.5,count
2026-05-07T16:00:00,auth,query_p95,39.6,ms
2026-05-07T16:00:00,queue,requests_per_min,3644.0,count
2026-05-07T16:00:00,queue,error_rate,2.7,percent
2026-05-07T16:00:00,queue,p95_latency,594.0,ms
2026-05-07T16:00:00,queue,connections,171.0,count
2026-05-07T16:00:00,queue,query_p95,37.3,ms
2026-05-07T16:00:00,cache,requests_per_min,4346.0,count
2026-05-07T16:00:00,cache,error_rate,3.2,percent
2026-05-07T16:00:00,cache,p95_latency,526.7,ms
2026-05-07T16:00:00,cache,connections,161.8,count
2026-05-07T16:00:00,cache,query_p95,44.9,ms
2026-05-07T17:00:00,api-gateway,requests_per_min,1346.4,count
2026-05-07T17:00:00,api-gateway,error_rate,1.1,percent
2026-05-07T17:00:00,api-gateway,p95_latency,160.4,ms
2026-05-07T17:00:00,api-gateway,connections,55.0,count
2026-05-07T17:00:00,api-gateway,query_p95,16.6,ms
2026-05-07T17:00:00,db-primary,requests_per_min,1264.0,count
2026-05-07T17:00:00,db-primary,error_rate,1.0,percent
2026-05-07T17:00:00,db-primary,p95_latency,174.1,ms
2026-05-07T17:00:00,db-primary,connections,59.2,count
2026-05-07T17:00:00,db-primary,query_p95,15.1,ms
2026-05-07T17:00:00,auth,requests_per_min,1230.1,count
2026-05-07T17:00:00,auth,error_rate,0.9,percent
2026-05-07T17:00:00,auth,p95_latency,227.9,ms
2026-05-07T17:00:00,auth,connections,49.1,count
2026-05-07T17:00:00,auth,query_p95,16.8,ms
2026-05-07T17:00:00,queue,requests_per_min,1600.5,count
2026-05-07T17:00:00,queue,error_rate,1.2,percent
2026-05-07T17:00:00,queue,p95_latency,207.6,ms
2026-05-07T17:00:00,queue,connections,59.0,count
2026-05-07T17:00:00,queue,query_p95,17.3,ms
2026-05-07T17:00:00,cache,requests_per_min,1567.6,count
2026-05-07T17:00:00,cache,error_rate,1.1,percent
2026-05-07T17:00:00,cache,p95_latency,200.4,ms
2026-05-07T17:00:00,cache,connections,56.6,count
2026-05-07T17:00:00,cache,query_p95,15.3,ms
2026-05-07T18:00:00,api-gateway,requests_per_min,1738.3,count
2026-05-07T18:00:00,api-gateway,error_rate,1.1,percent
2026-05-07T18:00:00,api-gateway,p95_latency,198.0,ms
2026-05-07T18:00:00,api-gateway,connections,45.2,count
2026-05-07T18:00:00,api-gateway,query_p95,13.5,ms
2026-05-07T18:00:00,db-primary,requests_per_min,1582.6,count
2026-05-07T18:00:00,db-primary,error_rate,1.1,percent
2026-05-07T18:00:00,db-primary,p95_latency,201.7,ms
2026-05-07T18:00:00,db-primary,connections,52.5,count
2026-05-07T18:00:00,db-primary,query_p95,13.6,ms
2026-05-07T18:00:00,auth,requests_per_min,1246.5,count
2026-05-07T18:00:00,auth,error_rate,0.9,percent
2026-05-07T18:00:00,auth,p95_latency,181.7,ms
2026-05-07T18:00:00,auth,connections,46.4,count
2026-05-07T18:00:00,auth,query_p95,15.2,ms
2026-05-07T18:00:00,queue,requests_per_min,1283.0,count
2026-05-07T18:00:00,queue,error_rate,0.9,percent
2026-05-07T18:00:00,queue,p95_latency,215.5,ms
2026-05-07T18:00:00,queue,connections,54.1,count
2026-05-07T18:00:00,queue,query_p95,12.4,ms
2026-05-07T18:00:00,cache,requests_per_min,1444.6,count
2026-05-07T18:00:00,cache,error_rate,1.0,percent
2026-05-07T18:00:00,cache,p95_latency,193.3,ms
2026-05-07T18:00:00,cache,connections,44.1,count
2026-05-07T18:00:00,cache,query_p95,14.5,ms
2026-05-07T19:00:00,api-gateway,requests_per_min,1742.9,count
2026-05-07T19:00:00,api-gateway,error_rate,1.0,percent
2026-05-07T19:00:00,api-gateway,p95_latency,215.6,ms
2026-05-07T19:00:00,api-gateway,connections,57.1,count
2026-05-07T19:00:00,api-gateway,query_p95,16.6,ms
2026-05-07T19:00:00,db-primary,requests_per_min,1428.2,count
